id,timestamp,duration,data,app
65,2025-02-10 13:57:29.726000+00:00,4.096,"{'app': 'explorer.exe', 'title': 'Rescuetime Visualization - File Explorer'}",explorer.exe
66,2025-02-10 13:57:29.726000+00:00,4.096,"{'app': 'explorer.exe', 'title': 'Rescuetime Visualization - File Explorer'}",explorer.exe
67,2025-02-10 13:57:29.726000+00:00,4.096,"{'app': 'explorer.exe', 'title': 'Rescuetime Visualization - File Explorer'}",explorer.exe
63,2025-02-10 13:57:00.316000+00:00,29.073,"{'app': 'explorer.exe', 'title': 'Moulya Janjarla - File Explorer'}",explorer.exe
61,2025-02-10 13:56:57.555000+00:00,2.458,"{'app': 'explorer.exe', 'title': 'Home - File Explorer'}",explorer.exe
62,2025-02-10 13:56:57.555000+00:00,2.035,"{'app': 'explorer.exe', 'title': 'Home - File Explorer'}",explorer.exe
59,2025-02-10 13:56:57.262000+00:00,0.096,"{'app': 'explorer.exe', 'title': 'File Explorer'}",explorer.exe
60,2025-02-10 13:56:57.262000+00:00,0.0,"{'app': 'explorer.exe', 'title': 'File Explorer'}",explorer.exe
57,2025-02-10 13:56:55.512000+00:00,1.388,"{'app': 'explorer.exe', 'title': ''}",explorer.exe
58,2025-02-10 13:56:55.512000+00:00,1.025,"{'app': 'explorer.exe', 'title': ''}",explorer.exe
54,2025-02-10 13:56:50.022000+00:00,5.252,"{'app': 'chrome.exe', 'title': 'moulyajanjarla/RescueTime-Visualization - Google Chrome'}",chrome.exe
55,2025-02-10 13:56:50.022000+00:00,5.184,"{'app': 'chrome.exe', 'title': 'moulyajanjarla/RescueTime-Visualization - Google Chrome'}",chrome.exe
56,2025-02-10 13:56:50.022000+00:00,5.184,"{'app': 'chrome.exe', 'title': 'moulyajanjarla/RescueTime-Visualization - Google Chrome'}",chrome.exe
50,2025-02-10 13:55:46.990000+00:00,62.588,"{'app': 'chrome.exe', 'title': 'RescueTime Data Visualization - Google Chrome'}",chrome.exe
51,2025-02-10 13:55:46.990000+00:00,10.188,"{'app': 'chrome.exe', 'title': 'RescueTime Data Visualization - Google Chrome'}",chrome.exe
52,2025-02-10 13:55:46.990000+00:00,10.188,"{'app': 'chrome.exe', 'title': 'RescueTime Data Visualization - Google Chrome'}",chrome.exe
53,2025-02-10 13:55:46.990000+00:00,10.188,"{'app': 'chrome.exe', 'title': 'RescueTime Data Visualization - Google Chrome'}",chrome.exe
48,2025-02-10 13:55:25.730000+00:00,20.992,"{'app': 'chrome.exe', 'title': 'Untitled1.ipynb - Colab - Google Chrome'}",chrome.exe
49,2025-02-10 13:55:25.730000+00:00,10.235,"{'app': 'chrome.exe', 'title': 'Untitled1.ipynb - Colab - Google Chrome'}",chrome.exe
